signal_id,race_key,season,round,race_name,race_date,driver_name,driver_id,momentum_raw,track_fit_raw,context_raw,source_confidence,composite_chatter_score,points_nudge,finish_position_nudge,source_ids,coding_notes,last_coded,coded_by,race_source_url,verified_momentum_score,verified_track_fit_score,verified_context_score,verified_source_confidence,verified_composite_chatter_score,verified_signal_count,verified_direct_signal_count,verified_carryover_signal_count,verified_carryover_weight,verified_source_match,verified_source_published_date,verified_driver_name,verified_source_url,verified_source_ids,verified_provenance_roles,available_before_race,proxy_or_scaffold,verified_pre_race,eligibility_status,safe_for_historical_backtest,safe_for_production_overlay,production_eligibility_status
2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_RICKY_STENHOUSE_JR,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400,2025,21,Autotrader EchoPark Automotive 400,2025-07-20,Ricky Stenhouse Jr.,ricky_stenhouse_jr,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S01;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S04;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_JOHN_HUNTER_NEMECHEK,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400,2025,21,Autotrader EchoPark Automotive 400,2025-07-20,John Hunter Nemechek,john_hunter_nemechek,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S01;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S04;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_NOAH_GRAGSON,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400,2025,21,Autotrader EchoPark Automotive 400,2025-07-20,Noah Gragson,noah_gragson,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S01;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S04;2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400_COLE_CUSTER,2025_R21_AUTOTRADER_ECHOPARK_AUTOMOTIVE_400,2025,21,Autotrader EchoPark Automotive 400,2025-07-20,Cole Custer,cole_custer,-0.05,0,0,0.75,0.63,2.52,-0.9450000000000001,2025_r21_custer_dover_fit,Durable source-verified pre-green chatter backfill,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,0,1,0,0.9,0.63,1,1,0,0,TRUE,2025-07-19,Cole Custer,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_custer_dover_fit,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_DENNY_HAMLIN,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Denny Hamlin,denny_hamlin,0.85,0.4,0,0.75,0.3799999999999999,1.5199999999999996,-0.5699999999999998,2025_r21_hamlin_dover_fit;2025_r22_hamlin_indy_crash,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,0,1,-0.75,0.97375,0.3799999999999999,2,1,1,0.5,TRUE,2025-07-26,Denny Hamlin,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_hamlin_dover_fit;2025_r22_hamlin_indy_crash,one_race_carryover_50pct;direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_TYLER_REDDICK,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Tyler Reddick,tyler_reddick,0.25,0.4,0,0.75,0.8550000000000001,3.4200000000000004,-1.2825000000000002,2025_r21_reddick_dover_motivation;2025_r22_reddick_indy_toyota,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/motivation-no-problem-for-tyler-reddick-in-the-in-season-challenge-semifinals/,0.25,0.75,0.5,0.9450000000000001,0.8550000000000001,2,1,1,0.5,TRUE,2025-07-26,Tyler Reddick,https://www.nascar.com/news-media/2025/07/19/motivation-no-problem-for-tyler-reddick-in-the-in-season-challenge-semifinals/,2025_r21_reddick_dover_motivation;2025_r22_reddick_indy_toyota,one_race_carryover_50pct;direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_RYAN_BLANEY,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Ryan Blaney,ryan_blaney,0.25,0.4,0,0.75,0.1894,0.7575,-0.2841,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_TY_GIBBS,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Ty Gibbs,ty_gibbs,0.05,0,0,0.75,0.7124999999999999,2.8499999999999996,-1.0687499999999999,2025_r22_gibbs_indy_speed,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0.5,1,0.95,0.7124999999999999,1,1,0,0,TRUE,2025-07-26,Ty Gibbs,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_gibbs_indy_speed,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_CHASE_ELLIOTT,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Chase Elliott,chase_elliott,0.25,0.2,0,0.75,0.5,2,-0.75,2025_r21_elliott_dover_form,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,0.5,0.25,0.25,0.475,0.5,1,0,1,0.5,TRUE,2025-07-19,Chase Elliott,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_elliott_dover_form,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_KYLE_LARSON,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Kyle Larson,kyle_larson,0.35,0.4,0,0.75,-0.26125,-1.045,0.391875,2025_r21_larson_dover_slump,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/chase-elliott-awarded-dover-busch-light-pole-after-rain-washes-out-cup-series-saturday/,-0.5,0.25,0,0.475,-0.26125,1,0,1,0.5,TRUE,2025-07-19,Kyle Larson,https://www.nascar.com/news-media/2025/07/19/chase-elliott-awarded-dover-busch-light-pole-after-rain-washes-out-cup-series-saturday/,2025_r21_larson_dover_slump,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_CHRISTOPHER_BELL,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Christopher Bell,christopher_bell,0.35,0.4,0,0.75,-0.04500000000000002,-0.18000000000000008,0.06750000000000003,2025_r21_bell_dover_slump,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,-0.25,0.25,0,0.44999999999999996,-0.04500000000000002,1,0,1,0.5,TRUE,2025-07-19,Christopher Bell,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_bell_dover_slump,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_WILLIAM_BYRON,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,William Byron,william_byron,0.35,0.4,0,0.75,-0.4275,-1.71,0.64125,2025_r21_byron_dover_slump,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,-0.5,0,0,0.475,-0.4275,1,0,1,0.5,TRUE,2025-07-19,William Byron,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_byron_dover_slump,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_CHASE_BRISCOE,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Chase Briscoe,chase_briscoe,1.05,0.2,0,0.85,1,4,-1.5,2025_r22_briscoe_indy_pole,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0.5,0.5,1,0.95,1,1,1,0,0,TRUE,2025-07-26,Chase Briscoe,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_briscoe_indy_pole,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_SHANE_VAN_GISBERGEN,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Shane van Gisbergen,shane_van_gisbergen,0.25,0,0.22,0.85,0.133,0.5321,-0.1995,EVT_0004,Road/street course dominance beginning Mexico and extending through Chicago/Sonoma/Watkins Glen. | Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_ROSS_CHASTAIN,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Ross Chastain,ross_chastain,0.15,0.2,0,0.75,0.1031,0.4125,-0.1547,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_BUBBA_WALLACE,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Bubba Wallace,bubba_wallace,1.25,0.2,0,0.85,0.49500000000000005,1.9800000000000002,-0.7425,2025_r22_wallace_indy_toyota,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0.5,0.5,0.9,0.49500000000000005,1,1,0,0,TRUE,2025-07-26,Bubba Wallace,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_wallace_indy_toyota,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_JOEY_LOGANO,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Joey Logano,joey_logano,0.25,0,0,0.75,0.0844,0.3375,-0.1266,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_AUSTIN_CINDRIC,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Austin Cindric,austin_cindric,0.15,0,0,0.75,0.0506,0.2025,-0.0759,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_CARSON_HOCEVAR,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Carson Hocevar,carson_hocevar,0.15,0,0,0.75,0.0506,0.2025,-0.0759,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_JOSH_BERRY,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Josh Berry,josh_berry,0.15,0,0,0.75,0.0506,0.2025,-0.0759,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_AUSTIN_DILLON,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Austin Dillon,austin_dillon,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_DANIEL_SUAREZ,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Daniel Suarez,daniel_suarez,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_COREY_HEIM,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Corey Heim,corey_heim,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_MICHAEL_MCDOWELL,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Michael McDowell,michael_mcdowell,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_CHRIS_BUESCHER,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Chris Buescher,chris_buescher,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_BRAD_KESELOWSKI,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Brad Keselowski,brad_keselowski,0.05,0,0,0.75,0.18000000000000002,0.7200000000000001,-0.27,2025_r22_keselowski_indy_practice,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0,0.5,0.9,0.18000000000000002,1,1,0,0,TRUE,2025-07-26,Brad Keselowski,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_keselowski_indy_practice,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_ALEX_BOWMAN,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Alex Bowman,alex_bowman,0.15,0.2,0,0.75,0.1031,0.4125,-0.1547,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_KYLE_BUSCH,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Kyle Busch,kyle_busch,0.05,0,0,0.75,0.5,2,-0.75,2025_r21_busch_dover_form,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/with-tenuous-playoff-outlook-busch-admits-eyeing-standings-obviously-looking-at-it/,0.25,0.5,0,0.475,0.5,1,0,1,0.5,TRUE,2025-07-19,Kyle Busch,https://www.nascar.com/news-media/2025/07/19/with-tenuous-playoff-outlook-busch-admits-eyeing-standings-obviously-looking-at-it/,2025_r21_busch_dover_form,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_RYAN_PREECE,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Ryan Preece,ryan_preece,0,0,0,0.75,0,0,-0,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_A_J_ALLMENDINGER,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,A.J. Allmendinger,aj_allmendinger,0.05,0,0,0.75,0.0169,0.0675,-0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_ZANE_SMITH,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Zane Smith,zane_smith,0,0,0,0.75,0.18000000000000002,0.7200000000000001,-0.27,2025_r22_zane_indy_practice,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0,0.5,0.9,0.18000000000000002,1,1,0,0,TRUE,2025-07-26,Zane Smith,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_zane_indy_practice,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_ERIK_JONES,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Erik Jones,erik_jones,-0.05,0,0,0.75,0.18000000000000002,0.7200000000000001,-0.27,2025_r22_jones_indy_toyota,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0,0.5,0.9,0.18000000000000002,1,1,0,0,TRUE,2025-07-26,Erik Jones,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_jones_indy_toyota,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_RICKY_STENHOUSE_JR,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Ricky Stenhouse Jr.,ricky_stenhouse_jr,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_JOHN_HUNTER_NEMECHEK,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,John Hunter Nemechek,john_hunter_nemechek,-0.05,0,0,0.75,0.38,1.52,-0.5700000000000001,2025_r22_nemechek_indy_longrun,Durable source-verified pre-green chatter backfill,2025-07-26,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,0,0,1,0.95,0.38,1,1,0,0,TRUE,2025-07-26,John Hunter Nemechek,https://www.nascar.com/news-media/2025/07/26/hometown-hero-chase-briscoe-earns-series-best-fifth-busch-light-pole-of-2025-at-indy/,2025_r22_nemechek_indy_longrun,direct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
2025_R22_BRICKYARD_400_NOAH_GRAGSON,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Noah Gragson,noah_gragson,-0.05,0,0,0.75,-0.0169,-0.0675,0.0253,2025_R22_BRICKYARD_400_S01;2025_R22_BRICKYARD_400_S04;2025_R22_BRICKYARD_400_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,2026-07-15,GPT-5.5 Thinking,https://www.jayski.com/nascar-cup-series/2025-nascar-cup-series-race-results/,,,,,,,,,,FALSE,,,,,,FALSE,TRUE,FALSE,coded_after_or_on_race_date,FALSE,FALSE,not_production_eligible
2025_R22_BRICKYARD_400_COLE_CUSTER,2025_R22_BRICKYARD_400,2025,22,Brickyard 400,2025-07-27,Cole Custer,cole_custer,-0.05,0,0,0.75,0.315,1.26,-0.47250000000000003,2025_r21_custer_dover_fit,Generated 50% one-race carryover from durable source-verified pre-green chatter,2025-07-19,GPT-5.5 Thinking,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,0,0.5,0,0.44999999999999996,0.315,1,0,1,0.5,TRUE,2025-07-19,Cole Custer,https://www.nascar.com/news-media/2025/07/19/what-to-watch-dover-sets-stage-for-who-title-favorites-will-be/,2025_r21_custer_dover_fit,one_race_carryover_50pct,TRUE,FALSE,TRUE,verified_pre_race,TRUE,TRUE,verified_pre_race
