Signal_ID,Race_Key,Season,Round,Grand Prix,Race_Date,Team,Momentum_Raw,Upgrade_Raw,Context_Raw,Source_Confidence,Raw_Weighted_Score,Composite_Chatter_Score,Points_Nudge,Finish_Position_Nudge,Primary_Source_IDs,Coding_Notes,Last_Coded,Coded_By,Race_Source_URL
2019_R19_UNITED_STATES_TORO_ROSSO,2019_R19_UNITED_STATES,2019,19,United States,2019-11-03T00:00:00Z,Toro Rosso,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R19_UNITED_STATES_RACING_POINT,2019_R19_UNITED_STATES,2019,19,United States,2019-11-03T00:00:00Z,Racing Point,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R19_UNITED_STATES_ALFA_ROMEO_RACING,2019_R19_UNITED_STATES,2019,19,United States,2019-11-03T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R19_UNITED_STATES_HAAS_F1_TEAM,2019_R19_UNITED_STATES,2019,19,United States,2019-11-03T00:00:00Z,Haas F1 Team,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R19_UNITED_STATES_WILLIAMS,2019_R19_UNITED_STATES,2019,19,United States,2019-11-03T00:00:00Z,Williams,-1.4,0,0,1,-0.63,-0.63,-0.1575,0.1575,EVT_0021,Event-log coded | Momentum -1.2 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_MERCEDES,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0016,Event-log coded | Momentum +0.7 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_FERRARI,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Ferrari,0.1,0,0,0.75,0.045000000000000005,0.03375,0.0084375,-0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_RED_BULL_RACING,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Red Bull Racing,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_MCLAREN,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,McLaren,1,0,0,1,0.45,0.45,0.1125,-0.1125,EVT_0020,Event-log coded | Momentum +1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_RENAULT,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_TORO_ROSSO,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Toro Rosso,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_RACING_POINT,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Racing Point,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_ALFA_ROMEO_RACING,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_HAAS_F1_TEAM,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Haas F1 Team,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R20_BRAZIL_WILLIAMS,2019_R20_BRAZIL,2019,20,Brazil,2019-11-17T00:00:00Z,Williams,-1.4,0,0,1,-0.63,-0.63,-0.1575,0.1575,EVT_0021,Event-log coded | Momentum -1.2 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_MERCEDES,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Mercedes,1.7,0,0,1,0.765,0.765,0.19125,-0.19125,EVT_0016,Event-log coded | Momentum +0.7 | rolling momentum base +1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_FERRARI,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Ferrari,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_RED_BULL_RACING,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Red Bull Racing,1.2,0,0,0.75,0.54,0.405,0.10125,-0.10125,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +1.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_MCLAREN,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,McLaren,1,0,0,1,0.45,0.45,0.1125,-0.1125,EVT_0020,Event-log coded | Momentum +1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_RENAULT,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_TORO_ROSSO,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Toro Rosso,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_RACING_POINT,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Racing Point,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_ALFA_ROMEO_RACING,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_HAAS_F1_TEAM,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Haas F1 Team,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2019_R21_ABU_DHABI_WILLIAMS,2019_R21_ABU_DHABI,2019,21,Abu Dhabi,2019-12-01T00:00:00Z,Williams,-1.4,0,0,1,-0.63,-0.63,-0.1575,0.1575,EVT_0021,Event-log coded | Momentum -1.2 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2019/races
2020_R01_AUSTRIA_MERCEDES,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0026,Event-log coded | Momentum +1.5 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_RED_BULL_RACING,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Red Bull Racing,1.2,0,0,1,0.54,0.54,0.135,-0.135,EVT_0027,Event-log coded | Momentum +0.8 | rolling momentum base +0.4,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_MCLAREN,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,McLaren,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_RACING_POINT,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Racing Point,1,1.2,0,1,0.99,0.99,0.2475,-0.2475,EVT_0028; EVT_0035,Event-log coded | Momentum +1.0; Upgrade +1.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_RENAULT,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_FERRARI,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Ferrari,-1,0,0,1,-0.45,-0.45,-0.1125,0.1125,EVT_0029,Event-log coded | Momentum -1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_ALPHATAURI,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,AlphaTauri,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_ALFA_ROMEO_RACING,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_HAAS_F1_TEAM,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Haas F1 Team,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0034,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R01_AUSTRIA_WILLIAMS,2020_R01_AUSTRIA,2020,1,Austria,2020-07-05T00:00:00Z,Williams,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0033,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_MERCEDES,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0026,Event-log coded | Momentum +1.5 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_RED_BULL_RACING,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Red Bull Racing,1.2,0,0,1,0.54,0.54,0.135,-0.135,EVT_0027,Event-log coded | Momentum +0.8 | rolling momentum base +0.4,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_MCLAREN,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,McLaren,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_RACING_POINT,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Racing Point,1,1.2,0,1,0.99,0.99,0.2475,-0.2475,EVT_0028; EVT_0035,Event-log coded | Momentum +1.0; Upgrade +1.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_RENAULT,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_FERRARI,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Ferrari,-1,0,0,1,-0.45,-0.45,-0.1125,0.1125,EVT_0029,Event-log coded | Momentum -1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_ALPHATAURI,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,AlphaTauri,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_ALFA_ROMEO_RACING,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_HAAS_F1_TEAM,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Haas F1 Team,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0034,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R02_STYRIA_WILLIAMS,2020_R02_STYRIA,2020,2,Styria,2020-07-12T00:00:00Z,Williams,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0033,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_MERCEDES,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0026,Event-log coded | Momentum +1.5 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_RED_BULL_RACING,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Red Bull Racing,0.9,0,0,1,0.405,0.405,0.10125,-0.10125,EVT_0027,Event-log coded | Momentum +0.8 | rolling momentum base +0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_MCLAREN,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,McLaren,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_RACING_POINT,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Racing Point,1,1.2,-0.6,1,0.9299999999999999,0.9299999999999999,0.23249999999999998,-0.23249999999999998,EVT_0028; EVT_0035; EVT_0039,Event-log coded | Momentum +1.0; Upgrade +1.2; Context -0.6,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_RENAULT,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_FERRARI,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Ferrari,-1,0,0,1,-0.45,-0.45,-0.1125,0.1125,EVT_0029,Event-log coded | Momentum -1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_ALPHATAURI,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,AlphaTauri,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_ALFA_ROMEO_RACING,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_HAAS_F1_TEAM,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Haas F1 Team,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0034,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R03_HUNGARY_WILLIAMS,2020_R03_HUNGARY,2020,3,Hungary,2020-07-19T00:00:00Z,Williams,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0033,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_MERCEDES,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0026,Event-log coded | Momentum +1.5 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_RED_BULL_RACING,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Red Bull Racing,0.9,0,0,1,0.405,0.405,0.10125,-0.10125,EVT_0027,Event-log coded | Momentum +0.8 | rolling momentum base +0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_MCLAREN,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,McLaren,0.2,0,0,0.75,0.09000000000000001,0.0675,0.016875,-0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_RACING_POINT,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Racing Point,1,1.2,-0.6,1,0.9299999999999999,0.9299999999999999,0.23249999999999998,-0.23249999999999998,EVT_0028; EVT_0035; EVT_0039,Event-log coded | Momentum +1.0; Upgrade +1.2; Context -0.6,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_RENAULT,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Renault,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_FERRARI,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Ferrari,-1,0,0,1,-0.45,-0.45,-0.1125,0.1125,EVT_0029,Event-log coded | Momentum -1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_ALPHATAURI,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,AlphaTauri,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_ALFA_ROMEO_RACING,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Alfa Romeo Racing,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_HAAS_F1_TEAM,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Haas F1 Team,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0034,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R04_GREAT_BRITAIN_WILLIAMS,2020_R04_GREAT_BRITAIN,2020,4,Great Britain,2020-08-02T00:00:00Z,Williams,-1.1,0,0,1,-0.49500000000000005,-0.49500000000000005,-0.12375000000000001,0.12375000000000001,EVT_0033,Event-log coded | Momentum -0.8 | rolling momentum base -0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_MERCEDES,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,Mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0026,Event-log coded | Momentum +1.5 | rolling momentum base +1.8,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_RED_BULL_RACING,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,Red Bull Racing,1.1,0,0,1,0.49500000000000005,0.49500000000000005,0.12375000000000001,-0.12375000000000001,EVT_0027,Event-log coded | Momentum +0.8 | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_MCLAREN,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,McLaren,0.8,0,0,1,0.36000000000000004,0.36000000000000004,0.09000000000000001,-0.09000000000000001,EVT_0030,Event-log coded | Momentum +0.6 | rolling momentum base +0.2,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_RACING_POINT,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,Racing Point,1,1.2,-0.6,1,0.9299999999999999,0.9299999999999999,0.23249999999999998,-0.23249999999999998,EVT_0028; EVT_0035; EVT_0039,Event-log coded | Momentum +1.0; Upgrade +1.2; Context -0.6,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_RENAULT,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,Renault,0.5,0,0,1,0.225,0.225,0.05625,-0.05625,EVT_0031,Event-log coded | Momentum +0.5,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_FERRARI,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,Ferrari,-1,0,0,1,-0.45,-0.45,-0.1125,0.1125,EVT_0029,Event-log coded | Momentum -1.0,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
2020_R05_70TH_ANNIVERSARY_ALPHATAURI,2020_R05_70TH_ANNIVERSARY,2020,5,70th Anniversary,2020-08-09T00:00:00Z,AlphaTauri,-0.1,0,0,0.75,-0.045000000000000005,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,GPT-5.5 Thinking,https://www.formula1.com/en/results/2020/races
