signal_id,season,round,race_date,driver_id,driver_name,source_published_date,source_published_at,green_flag_utc,source_url,source_outlet,source_tier,momentum_raw,track_fit_raw,context_raw,source_confidence,coding_notes
2020_r16_officialgrid_aric_almirola,2020,16,2020-07-05,aric_almirola,Aric Almirola,2020-07-04,,,https://cf.nascar.com/cacher/2020/1/4898/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r16_officialgrid_joey_logano,2020,16,2020-07-05,joey_logano,Joey Logano,2020-07-04,,,https://cf.nascar.com/cacher/2020/1/4898/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r16_officialgrid_justin_allgaier,2020,16,2020-07-05,justin_allgaier,Justin Allgaier,2020-07-04,,,https://cf.nascar.com/cacher/2020/1/4898/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r16_officialgrid_kurt_busch,2020,16,2020-07-05,kurt_busch,Kurt Busch,2020-07-04,,,https://cf.nascar.com/cacher/2020/1/4898/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r17_officialgrid_alex_bowman,2020,17,2020-07-12,alex_bowman,Alex Bowman,2020-07-11,,,https://cf.nascar.com/cacher/2020/1/4891/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r17_officialgrid_aric_almirola,2020,17,2020-07-12,aric_almirola,Aric Almirola,2020-07-11,,,https://cf.nascar.com/cacher/2020/1/4891/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r17_officialgrid_joey_logano,2020,17,2020-07-12,joey_logano,Joey Logano,2020-07-11,,,https://cf.nascar.com/cacher/2020/1/4891/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r17_officialgrid_kevin_harvick,2020,17,2020-07-12,kevin_harvick,Kevin Harvick,2020-07-11,,,https://cf.nascar.com/cacher/2020/1/4891/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r17_officialgrid_kyle_busch,2020,17,2020-07-12,kyle_busch,Kyle Busch,2020-07-11,,,https://cf.nascar.com/cacher/2020/1/4891/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r18_officialgrid_aric_almirola,2020,18,2020-07-19,aric_almirola,Aric Almirola,2020-07-18,,,https://cf.nascar.com/cacher/2020/1/4985/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r18_officialgrid_kevin_harvick,2020,18,2020-07-19,kevin_harvick,Kevin Harvick,2020-07-18,,,https://cf.nascar.com/cacher/2020/1/4985/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r18_officialgrid_kurt_busch,2020,18,2020-07-19,kurt_busch,Kurt Busch,2020-07-18,,,https://cf.nascar.com/cacher/2020/1/4985/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r18_officialgrid_kyle_busch,2020,18,2020-07-19,kyle_busch,Kyle Busch,2020-07-18,,,https://cf.nascar.com/cacher/2020/1/4985/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r18_officialgrid_ryan_blaney,2020,18,2020-07-19,ryan_blaney,Ryan Blaney,2020-07-18,,,https://cf.nascar.com/cacher/2020/1/4985/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r19_officialgrid_aric_almirola,2020,19,2020-07-23,aric_almirola,Aric Almirola,2020-07-22,,,https://cf.nascar.com/cacher/2020/1/4986/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r19_officialgrid_joey_logano,2020,19,2020-07-23,joey_logano,Joey Logano,2020-07-22,,,https://cf.nascar.com/cacher/2020/1/4986/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r19_officialgrid_kevin_harvick,2020,19,2020-07-23,kevin_harvick,Kevin Harvick,2020-07-22,,,https://cf.nascar.com/cacher/2020/1/4986/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r19_officialgrid_martin_truex_jr,2020,19,2020-07-23,martin_truex_jr,Martin Truex Jr.,2020-07-22,,,https://cf.nascar.com/cacher/2020/1/4986/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r19_officialgrid_ryan_blaney,2020,19,2020-07-23,ryan_blaney,Ryan Blaney,2020-07-22,,,https://cf.nascar.com/cacher/2020/1/4986/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r20_officialgrid_aric_almirola,2020,20,2020-08-02,aric_almirola,Aric Almirola,2020-08-01,,,https://cf.nascar.com/cacher/2020/1/4892/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r20_officialgrid_brad_keselowski,2020,20,2020-08-02,brad_keselowski,Brad Keselowski,2020-08-01,,,https://cf.nascar.com/cacher/2020/1/4892/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r20_officialgrid_chase_elliott,2020,20,2020-08-02,chase_elliott,Chase Elliott,2020-08-01,,,https://cf.nascar.com/cacher/2020/1/4892/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r20_officialgrid_denny_hamlin,2020,20,2020-08-02,denny_hamlin,Denny Hamlin,2020-08-01,,,https://cf.nascar.com/cacher/2020/1/4892/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r20_officialgrid_kyle_busch,2020,20,2020-08-02,kyle_busch,Kyle Busch,2020-08-01,,,https://cf.nascar.com/cacher/2020/1/4892/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r21_officialrun_aric_almirola,2020,21,2020-08-08,aric_almirola,Aric Almirola,2020-08-08,2020-08-08T06:00:00Z,2020-08-08T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4992/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 4 of the selected pre-race session.
2020_r21_officialrun_brad_keselowski,2020,21,2020-08-08,brad_keselowski,Brad Keselowski,2020-08-08,2020-08-08T06:00:00Z,2020-08-08T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4992/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 5 of the selected pre-race session.
2020_r21_officialrun_denny_hamlin,2020,21,2020-08-08,denny_hamlin,Denny Hamlin,2020-08-08,2020-08-08T06:00:00Z,2020-08-08T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4992/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.9,Official archived qualifying run: position 2 of the selected pre-race session.
2020_r21_officialrun_joey_logano,2020,21,2020-08-08,joey_logano,Joey Logano,2020-08-08,2020-08-08T06:00:00Z,2020-08-08T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4992/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.95,Official archived qualifying run: position 1 of the selected pre-race session.
2020_r21_officialrun_kevin_harvick,2020,21,2020-08-08,kevin_harvick,Kevin Harvick,2020-08-08,2020-08-08T06:00:00Z,2020-08-08T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4992/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 3 of the selected pre-race session.
2020_r22_officialrun_aric_almirola,2020,22,2020-08-09,aric_almirola,Aric Almirola,2020-08-09,2020-08-09T06:00:00Z,2020-08-09T16:30:00Z,https://cf.nascar.com/cacher/2020/1/4895/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 5 of the selected pre-race session.
2020_r22_officialrun_chris_buescher,2020,22,2020-08-09,chris_buescher,Chris Buescher,2020-08-09,2020-08-09T06:00:00Z,2020-08-09T16:30:00Z,https://cf.nascar.com/cacher/2020/1/4895/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.95,Official archived qualifying run: position 1 of the selected pre-race session.
2020_r22_officialrun_clint_bowyer,2020,22,2020-08-09,clint_bowyer,Clint Bowyer,2020-08-09,2020-08-09T06:00:00Z,2020-08-09T16:30:00Z,https://cf.nascar.com/cacher/2020/1/4895/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.9,Official archived qualifying run: position 2 of the selected pre-race session.
2020_r22_officialrun_matt_kenseth,2020,22,2020-08-09,matt_kenseth,Matt Kenseth,2020-08-09,2020-08-09T06:00:00Z,2020-08-09T16:30:00Z,https://cf.nascar.com/cacher/2020/1/4895/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 4 of the selected pre-race session.
2020_r22_officialrun_tyler_reddick,2020,22,2020-08-09,tyler_reddick,Tyler Reddick,2020-08-09,2020-08-09T06:00:00Z,2020-08-09T16:30:00Z,https://cf.nascar.com/cacher/2020/1/4895/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 3 of the selected pre-race session.
2020_r23_officialgrid_denny_hamlin,2020,23,2020-08-16,denny_hamlin,Denny Hamlin,2020-08-15,,,https://cf.nascar.com/cacher/2020/1/4894/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r23_officialgrid_joey_logano,2020,23,2020-08-16,joey_logano,Joey Logano,2020-08-15,,,https://cf.nascar.com/cacher/2020/1/4894/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r23_officialgrid_kevin_harvick,2020,23,2020-08-16,kevin_harvick,Kevin Harvick,2020-08-15,,,https://cf.nascar.com/cacher/2020/1/4894/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r23_officialgrid_kyle_busch,2020,23,2020-08-16,kyle_busch,Kyle Busch,2020-08-15,,,https://cf.nascar.com/cacher/2020/1/4894/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r23_officialgrid_martin_truex_jr,2020,23,2020-08-16,martin_truex_jr,Martin Truex Jr.,2020-08-15,,,https://cf.nascar.com/cacher/2020/1/4894/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r24_officialrun_chase_elliott,2020,24,2020-08-22,chase_elliott,Chase Elliott,2020-08-22,2020-08-22T06:00:00Z,2020-08-22T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4993/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.95,Official archived qualifying run: position 1 of the selected pre-race session.
2020_r24_officialrun_clint_bowyer,2020,24,2020-08-22,clint_bowyer,Clint Bowyer,2020-08-22,2020-08-22T06:00:00Z,2020-08-22T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4993/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 4 of the selected pre-race session.
2020_r24_officialrun_denny_hamlin,2020,24,2020-08-22,denny_hamlin,Denny Hamlin,2020-08-22,2020-08-22T06:00:00Z,2020-08-22T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4993/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.9,Official archived qualifying run: position 2 of the selected pre-race session.
2020_r24_officialrun_joey_logano,2020,24,2020-08-22,joey_logano,Joey Logano,2020-08-22,2020-08-22T06:00:00Z,2020-08-22T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4993/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 5 of the selected pre-race session.
2020_r24_officialrun_martin_truex_jr,2020,24,2020-08-22,martin_truex_jr,Martin Truex Jr.,2020-08-22,2020-08-22T06:00:00Z,2020-08-22T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4993/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 3 of the selected pre-race session.
2020_r25_officialrun_aric_almirola,2020,25,2020-08-23,aric_almirola,Aric Almirola,2020-08-22,2020-08-22T08:15:00Z,2020-08-23T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4902/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 4 of the selected pre-race session.
2020_r25_officialrun_chris_buescher,2020,25,2020-08-23,chris_buescher,Chris Buescher,2020-08-22,2020-08-22T08:15:00Z,2020-08-23T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4902/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 5 of the selected pre-race session.
2020_r25_officialrun_matt_dibenedetto,2020,25,2020-08-23,matt_dibenedetto,Matt DiBenedetto,2020-08-22,2020-08-22T08:15:00Z,2020-08-23T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4902/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.95,Official archived qualifying run: position 1 of the selected pre-race session.
2020_r25_officialrun_ryan_newman,2020,25,2020-08-23,ryan_newman,Ryan Newman,2020-08-22,2020-08-22T08:15:00Z,2020-08-23T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4902/weekend-feed.json,NASCAR archived timing feed,primary,0,0,2,0.9,Official archived qualifying run: position 2 of the selected pre-race session.
2020_r25_officialrun_ty_dillon,2020,25,2020-08-23,ty_dillon,Ty Dillon,2020-08-22,2020-08-22T08:15:00Z,2020-08-23T16:00:00Z,https://cf.nascar.com/cacher/2020/1/4902/weekend-feed.json,NASCAR archived timing feed,primary,0,0,1,0.9,Official archived qualifying run: position 3 of the selected pre-race session.
2020_r26_officialgrid_aric_almirola,2020,26,2020-08-29,aric_almirola,Aric Almirola,2020-08-28,,,https://cf.nascar.com/cacher/2020/1/4890/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r26_officialgrid_brad_keselowski,2020,26,2020-08-29,brad_keselowski,Brad Keselowski,2020-08-28,,,https://cf.nascar.com/cacher/2020/1/4890/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r26_officialgrid_joey_logano,2020,26,2020-08-29,joey_logano,Joey Logano,2020-08-28,,,https://cf.nascar.com/cacher/2020/1/4890/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r26_officialgrid_kevin_harvick,2020,26,2020-08-29,kevin_harvick,Kevin Harvick,2020-08-28,,,https://cf.nascar.com/cacher/2020/1/4890/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r26_officialgrid_martin_truex_jr,2020,26,2020-08-29,martin_truex_jr,Martin Truex Jr.,2020-08-28,,,https://cf.nascar.com/cacher/2020/1/4890/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r27_officialgrid_alex_bowman,2020,27,2020-09-06,alex_bowman,Alex Bowman,2020-09-05,,,https://cf.nascar.com/cacher/2020/1/4897/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r27_officialgrid_brad_keselowski,2020,27,2020-09-06,brad_keselowski,Brad Keselowski,2020-09-05,,,https://cf.nascar.com/cacher/2020/1/4897/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r27_officialgrid_chase_elliott,2020,27,2020-09-06,chase_elliott,Chase Elliott,2020-09-05,,,https://cf.nascar.com/cacher/2020/1/4897/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r27_officialgrid_denny_hamlin,2020,27,2020-09-06,denny_hamlin,Denny Hamlin,2020-09-05,,,https://cf.nascar.com/cacher/2020/1/4897/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r27_officialgrid_william_byron,2020,27,2020-09-06,william_byron,William Byron,2020-09-05,,,https://cf.nascar.com/cacher/2020/1/4897/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r28_officialgrid_alex_bowman,2020,28,2020-09-12,alex_bowman,Alex Bowman,2020-09-11,,,https://cf.nascar.com/cacher/2020/1/4900/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r28_officialgrid_austin_dillon,2020,28,2020-09-12,austin_dillon,Austin Dillon,2020-09-11,,,https://cf.nascar.com/cacher/2020/1/4900/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r28_officialgrid_joey_logano,2020,28,2020-09-12,joey_logano,Joey Logano,2020-09-11,,,https://cf.nascar.com/cacher/2020/1/4900/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r28_officialgrid_kevin_harvick,2020,28,2020-09-12,kevin_harvick,Kevin Harvick,2020-09-11,,,https://cf.nascar.com/cacher/2020/1/4900/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r28_officialgrid_william_byron,2020,28,2020-09-12,william_byron,William Byron,2020-09-11,,,https://cf.nascar.com/cacher/2020/1/4900/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r29_officialgrid_austin_dillon,2020,29,2020-09-19,austin_dillon,Austin Dillon,2020-09-18,,,https://cf.nascar.com/cacher/2020/1/4896/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r29_officialgrid_brad_keselowski,2020,29,2020-09-19,brad_keselowski,Brad Keselowski,2020-09-18,,,https://cf.nascar.com/cacher/2020/1/4896/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r29_officialgrid_joey_logano,2020,29,2020-09-19,joey_logano,Joey Logano,2020-09-18,,,https://cf.nascar.com/cacher/2020/1/4896/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r29_officialgrid_kevin_harvick,2020,29,2020-09-19,kevin_harvick,Kevin Harvick,2020-09-18,,,https://cf.nascar.com/cacher/2020/1/4896/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r29_officialgrid_martin_truex_jr,2020,29,2020-09-19,martin_truex_jr,Martin Truex Jr.,2020-09-18,,,https://cf.nascar.com/cacher/2020/1/4896/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r30_officialgrid_aric_almirola,2020,30,2020-09-27,aric_almirola,Aric Almirola,2020-09-26,,,https://cf.nascar.com/cacher/2020/1/4899/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r30_officialgrid_chase_elliott,2020,30,2020-09-27,chase_elliott,Chase Elliott,2020-09-26,,,https://cf.nascar.com/cacher/2020/1/4899/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r30_officialgrid_joey_logano,2020,30,2020-09-27,joey_logano,Joey Logano,2020-09-26,,,https://cf.nascar.com/cacher/2020/1/4899/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r30_officialgrid_kevin_harvick,2020,30,2020-09-27,kevin_harvick,Kevin Harvick,2020-09-26,,,https://cf.nascar.com/cacher/2020/1/4899/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r30_officialgrid_kyle_busch,2020,30,2020-09-27,kyle_busch,Kyle Busch,2020-09-26,,,https://cf.nascar.com/cacher/2020/1/4899/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r31_officialgrid_alex_bowman,2020,31,2020-10-04,alex_bowman,Alex Bowman,2020-10-03,,,https://cf.nascar.com/cacher/2020/1/4903/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 4; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r31_officialgrid_denny_hamlin,2020,31,2020-10-04,denny_hamlin,Denny Hamlin,2020-10-03,,,https://cf.nascar.com/cacher/2020/1/4903/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.85,"Official archived pre-race grid: starting position 1; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r31_officialgrid_kevin_harvick,2020,31,2020-10-04,kevin_harvick,Kevin Harvick,2020-10-03,,,https://cf.nascar.com/cacher/2020/1/4903/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 5; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r31_officialgrid_kurt_busch,2020,31,2020-10-04,kurt_busch,Kurt Busch,2020-10-03,,,https://cf.nascar.com/cacher/2020/1/4903/weekend-feed.json,NASCAR archived official grid,primary,0,0,2,0.8,"Official archived pre-race grid: starting position 2; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
2020_r31_officialgrid_martin_truex_jr,2020,31,2020-10-04,martin_truex_jr,Martin Truex Jr.,2020-10-03,,,https://cf.nascar.com/cacher/2020/1/4903/weekend-feed.json,NASCAR archived official grid,primary,0,0,1,0.8,"Official archived pre-race grid: starting position 3; used only because no five-driver timed session with a safe archive timestamp was available; archive time marker absent, so the conservative audit date is the day before green."
